contrast,dataset,gene,gene_set,present,test,n_case,n_control,mean_case,mean_control,delta_case_minus_control,ci95_low,ci95_high,p_value,effect_size_cohen_d,fdr_within_contrast
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,NPPB,cardiac_stress,True,welch_t,22,4,7.392677403611211,8.882349433742124,-1.4896720301309134,-7.494120896189679,4.514776835927852,0.509673305121083,-0.5495109504697829,0.881292088140115
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,NRP1,endothelial_identity,True,welch_t,22,4,10.399041040205109,10.119277677158042,0.27976336304706706,-0.724361234791044,1.283887960885178,0.5050690525227397,0.3296010542270687,0.881292088140115
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,PECAM1,endothelial_identity,False,,22,4,,,,,,,,1.0
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,PGK1,hypoxia_inflammation,True,welch_t,22,4,11.318508278031514,11.467680775182304,-0.14917249715078995,-0.5028104747059718,0.20446548040439194,0.3598914744702424,-0.3382992701565002,0.7265566991743657
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,POSTN,ecm_integrin,True,welch_t,22,4,9.44878084912591,7.646815034712598,1.801965814413312,-1.8104496240795735,5.414381252906198,0.22364163056389133,1.1475362644058338,0.5445321409615761
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,ROBO4,endothelial_identity,True,welch_t,22,4,8.630260916399926,8.759213763431148,-0.128952847031222,-0.7828599211301833,0.5249542270677393,0.6689746121917015,-0.1435498485942172,0.9403331336943118
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,SMAD2,tgfb_endmt,True,welch_t,22,4,8.182413411728795,8.467476430475775,-0.28506301874698003,-0.7890118608978105,0.21888582340385043,0.22421911686653134,-0.48678126886963824,0.5445321409615761
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,SMAD3,tgfb_endmt,True,welch_t,22,4,8.30901276660227,8.62825718473123,-0.3192444181289602,-1.1887033624926406,0.5502145262347201,0.4097101779842675,-0.3381442334619665,0.773897002859172
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,SNAI1,tgfb_endmt,True,welch_t,22,4,3.263989456928037,3.483581758327321,-0.21959230139928376,-1.7844522749386453,1.3452676721400778,0.7241939355839828,-0.19292372009203235,0.9403331336943118
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,SNAI2,tgfb_endmt,True,welch_t,22,4,6.959385867339227,5.829576406881008,1.129809460458219,0.2449178351803516,2.0147010857360863,0.022559572827229923,1.6354475263723096,0.19175636903145435
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,SOX17,arterial_maturation,True,welch_t,22,4,6.607965856449925,6.820282730174049,-0.21231687372412367,-1.2743461828075444,0.8497124353592971,0.6302682371764291,-0.23077267873992768,0.9403331336943118
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,TAGLN,tgfb_endmt,True,welch_t,22,4,9.354176913038621,10.092945833114026,-0.7387689200754046,-1.4500658914522615,-0.027471948698547743,0.04365236409872525,-0.8869542032083897,0.24736339655944306
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,TEK,endothelial_identity,True,welch_t,22,4,8.02683064211576,8.306306998810292,-0.2794763566945324,-1.3946485162577593,0.8356958028686945,0.5416037870846746,-0.31726914600512746,0.881292088140115
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,TGFB1,tgfb_endmt,True,welch_t,22,4,7.5011230896796794,8.261008742969812,-0.7598856532901328,-1.3422018818456336,-0.1775694247346319,0.01486062599960165,-0.8733977860432641,0.16842042799548537
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,TGFB2,tgfb_endmt,True,welch_t,22,4,4.335601811542793,3.5127453296465685,0.8228564818962241,-1.385703326628894,3.031416290421342,0.3605570416240924,0.5826277565504073,0.7265566991743657
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,TGFBR1,tgfb_endmt,True,welch_t,22,4,7.051751484638888,7.05701238851718,-0.005260903878292034,-0.8672306731632214,0.8567088654066374,0.9884593906131547,-0.0062543779349064745,1.0
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,TGFBR2,tgfb_endmt,True,welch_t,22,4,10.086835359158133,11.035873915498914,-0.9490385563407813,-1.8353948200386196,-0.06268229264294278,0.03979169281919296,-1.1141083751831917,0.245985010155011
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,THBD,flow_mechanosensing,True,welch_t,22,4,7.490640325879711,8.613696607741318,-1.123056281861607,-2.1123478725083302,-0.13376469121488355,0.03149876426429468,-1.0209047736768495,0.23799066333022648
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,TNF,hypoxia_inflammation,False,,22,4,,,,,,,,1.0
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,TNNT2,cardiac_stress,True,welch_t,22,4,15.746218280285433,15.385747802647705,0.3604704776377279,-0.048314885440214395,0.7692558407156702,0.07226873778162135,1.0936388968550192,0.2890749511264854
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,VCAM1,flow_mechanosensing,True,welch_t,22,4,5.5248507635742525,5.476047091072063,0.04880367250218942,-2.599617474220149,2.697224819224528,0.9580435281695859,0.05624672499932786,1.0
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,VCAN,ecm_integrin,True,welch_t,22,4,8.328852578560557,9.469475731983112,-1.1406231534225544,-2.570248659515288,0.28900235267017904,0.09853875759105317,-0.794467655499494,0.33503177580958077
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,VEGFA,hypoxia_inflammation,True,welch_t,22,4,11.101257064559976,11.011638337412872,0.08961872714710317,-0.7217249201039588,0.9009623743981652,0.7882204208908202,0.12829959354184758,0.9403331336943118
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,VIM,tgfb_endmt,True,welch_t,22,4,12.042984567751667,12.606476923396293,-0.5634923556446267,-1.1877031526892452,0.06071844139999183,0.07161935410021016,-0.6773199844680774,0.2890749511264854
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,VWF,endothelial_identity,True,welch_t,22,4,12.001799734643074,12.911056452933583,-0.9092567182905089,-1.60747577735415,-0.2110376592268679,0.014698806781668185,-0.8445656572581496,0.16842042799548537
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,ACTA2,tgfb_endmt,True,welch_t,22,8,9.13132735530523,9.949277653130032,-0.8179502978248028,-1.4460962428374393,-0.18980435281216623,0.012583194567923485,-0.7637383515382858,0.06581978697067668
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,ACTC1,cardiac_stress,True,welch_t,22,8,15.882674259976284,16.06996819061414,-0.18729393063785693,-0.7876597779886365,0.41307191671292265,0.5144230691173064,-0.259945188064129,0.7138932387750374
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,APLNR,endothelial_identity,True,welch_t,22,8,7.825417299767793,7.398837555135045,0.4265797446327477,-0.5647563698819714,1.4179158591474668,0.3602577072656712,0.4546008070356116,0.612438102351641
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,CA9,hypoxia_inflammation,True,welch_t,22,8,1.4308851016822426,1.4436936068369577,-0.0128085051547151,-0.8693633877622693,0.8437463774528391,0.9739012157161215,-0.01666600925020417,1.0
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,CAV1,flow_mechanosensing,True,welch_t,22,8,11.252827417094629,11.345495955184482,-0.09266853808985331,-0.5916047156894713,0.4062676395097646,0.697500564941991,-0.15041449243856778,0.8783340447417665
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,CCL2,hypoxia_inflammation,True,welch_t,22,8,5.145178730535194,6.785918605055412,-1.640739874520218,-2.70177159905991,-0.5797081499805257,0.006020830786294857,-1.5510838084729304,0.04095171866362803
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,CDH5,endothelial_identity,True,welch_t,22,8,10.191252717794486,10.221652363104834,-0.030399645310348333,-0.5041277785360605,0.4433284879153638,0.8963438123338987,-0.03605612676569268,1.0
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,COL1A1,ecm_integrin,True,welch_t,22,8,12.361285552338371,11.263939019683562,1.097346532654809,0.09598205178609898,2.098711013523519,0.03290637025148702,0.6000157262553593,0.11777016721584829
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,COL1A2,ecm_integrin,True,welch_t,22,8,11.925797539984837,11.958986430976385,-0.03318889099154809,-0.8325299917620181,0.766152209778922,0.9327685902701333,-0.022881238147961416,1.0
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,COL3A1,ecm_integrin,True,welch_t,22,8,12.599137020669257,11.935337104995735,0.6637999156735219,-0.11329158651313542,1.4408914178601793,0.09093681010798198,0.5212039688389631,0.2208465388336705
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,COL4A1,ecm_integrin,True,welch_t,22,8,11.19162442738806,11.219733879840504,-0.028109452452444117,-0.6977403951372603,0.641521490232372,0.9318633066139451,-0.026067177327359692,1.0
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,COL4A2,ecm_integrin,True,welch_t,22,8,11.85692478971332,12.088246236076479,-0.2313214463631592,-0.8986562851497508,0.4360133924234324,0.4833949855741974,-0.2032514323857347,0.7138932387750374
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,CXCL8,hypoxia_inflammation,True,welch_t,22,8,0.9286092675942967,1.6976665430088769,-0.7690572754145801,-1.9065055753503157,0.36839102452115546,0.1634791723332989,-0.6963664636574823,0.34739324120826015
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,DCN,ecm_integrin,True,welch_t,22,8,12.047912672902669,12.455331157777238,-0.4074184848745688,-0.8749668852420476,0.060129915492910024,0.08270995432768892,-0.7262914744140467,0.20830655164010545
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,DLL4,arterial_maturation,True,welch_t,22,8,7.1916334377585365,7.921701291874429,-0.7300678541158927,-1.3643484914658774,-0.09578721676590785,0.02584852665206199,-0.7388770380876793,0.09764998957445642
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,EDN1,flow_mechanosensing,True,welch_t,22,8,3.4114581747130477,3.307912736556613,0.10354543815643469,-0.7566356998992243,0.9637265762120937,0.7977834527922243,0.10962011792008414,0.9421668134261397
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,EFNB2,arterial_maturation,True,welch_t,22,8,7.670812701409452,7.87909137216196,-0.20827867075250772,-0.8368627606114014,0.42030541910638597,0.49865565760496533,-0.22469208424778478,0.7138932387750374
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,EMCN,endothelial_identity,True,welch_t,22,8,7.324412664598298,7.251396229118736,0.07301643547956171,-0.47866010578723894,0.6246929767463624,0.7790345739457669,0.11713393949964228,0.9421668134261397
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,ENG,endothelial_identity,True,welch_t,22,8,11.504665106523435,11.82391097193072,-0.31924586540728583,-0.9194627033554605,0.2809709725408889,0.2833860626396027,-0.33966345630341394,0.5505786359855138
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,EPAS1,hypoxia_inflammation,True,welch_t,22,8,11.069118613079091,11.545605509149688,-0.4764868960705968,-0.9783722421063025,0.02539844996510887,0.061853097890516656,-0.5828975473898887,0.18287002854587533
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,FLT1,endothelial_identity,True,welch_t,22,8,8.064006346971984,8.418474423071007,-0.35446807609902287,-1.4676522639684582,0.7587161117704124,0.5087766365496912,-0.2501750369990167,0.7138932387750374
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,FN1,ecm_integrin;tgfb_endmt,True,welch_t,22,8,10.725009633696864,12.362133087334769,-1.637123453637905,-2.55413906348441,-0.7201078437914,0.0011921345058737026,-1.1652267501789897,0.017620874262268132
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,GJA5,arterial_maturation,False,,22,8,,,,,,,,1.0
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,HEY1,arterial_maturation,True,welch_t,22,8,7.336485179089345,7.21062747383618,0.1258577052531651,-0.48953306258711904,0.7412484730934492,0.6685484635005873,0.1667729781624546,0.8577602927932063
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,HEY2,arterial_maturation,True,welch_t,22,8,7.891472295844505,8.891251977301112,-0.9997796814566069,-1.538371787521783,-0.46118757539143074,0.0008303931072485829,-1.2128626146368608,0.017620874262268132
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,HIF1A,hypoxia_inflammation,True,welch_t,22,8,8.26359998836765,8.717366605470602,-0.45376661710295174,-1.1109903942846984,0.203457160078795,0.1631098089623959,-0.5273266774228575,0.34739324120826015
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,HMOX1,hypoxia_inflammation,True,welch_t,22,8,4.37639290481126,6.643190022016734,-2.266797117205474,-2.8343069264942864,-1.699287307916662,2.7454243459637656e-06,-3.925313695784265,0.00018668885552553606
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,ICAM1,flow_mechanosensing,True,welch_t,22,8,6.7937147752572455,7.707474795827348,-0.9137600205701029,-1.6728778718245538,-0.1546421693156519,0.02238772589274147,-1.128687275789395,0.08955090357096589
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,IL6,hypoxia_inflammation,True,welch_t,22,8,1.0603406421782398,2.5219502392955304,-1.4616095971172907,-2.352880663943216,-0.5703385302913655,0.0032151302001504497,-1.3061196401336745,0.03643814226837176
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,ITGA5,ecm_integrin,True,welch_t,22,8,9.17453002989098,9.811278772911743,-0.6367487430207639,-1.3434224126836016,0.06992492664207384,0.07496690268396693,-0.6124388415107548,0.20047767217019083
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,ITGB1,ecm_integrin,True,welch_t,22,8,11.685864940712344,11.882421487908836,-0.19655654719649185,-0.8589916137347479,0.46587851934176416,0.5458822683406953,-0.19162169223628764,0.7423998849433456
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,JAG1,arterial_maturation,True,welch_t,22,8,8.488088041752414,8.778596058281213,-0.29050801652879876,-0.9111592453224242,0.3301432122648267,0.34346592379499646,-0.3026017207473027,0.6002192167355109
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,KDR,endothelial_identity,True,welch_t,22,8,7.764999240237515,8.185584443783817,-0.42058520354630247,-1.2994860696903276,0.4583156625977227,0.32475979636157154,-0.3777129972150071,0.6002192167355109
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,KLF2,flow_mechanosensing,True,welch_t,22,8,9.419787935033197,9.364681652528173,0.05510628250502414,-0.5801382107934214,0.6903507758034697,0.860182374516784,0.05092245634841801,0.9913966350362935
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,KLF4,flow_mechanosensing,True,welch_t,22,8,7.588939900874854,8.08505674025843,-0.49611683938357665,-1.2963635486785487,0.30412986991139557,0.21393139183625884,-0.3793623674467217,0.4278627836725177
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,LAMA4,ecm_integrin,True,welch_t,22,8,9.9998221336567,9.391844255885877,0.6079778777708231,0.19119169585172935,1.0247640596899168,0.008072012099486806,1.3701085106131565,0.04790953304806753
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,LDHA,hypoxia_inflammation,True,welch_t,22,8,10.058780034082575,11.960264185541883,-1.9014841514593073,-2.5087065102094095,-1.294261792709205,2.7374735378342685e-05,-3.0881133301996773,0.0009307410028636513
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,MYH6,cardiac_stress,True,welch_t,22,8,13.74120787256361,14.562903694733139,-0.821695822169529,-2.0749086713642555,0.4315170270251978,0.18480880379487,-0.48855205728394024,0.38081814115306545
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,MYH7,cardiac_stress,True,welch_t,22,8,17.901850386895248,18.125999398801092,-0.22414901190584402,-1.0348468736461516,0.5865488498344635,0.5743359574954675,-0.17279334229140147,0.7657812766606233
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,NFKB1,hypoxia_inflammation,True,welch_t,22,8,7.893111780574423,7.875432915999228,0.01767886457519552,-0.46531043867061017,0.5006681678210012,0.940571553159843,0.0227140422229722,1.0
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,NOS3,flow_mechanosensing,True,welch_t,22,8,7.63819406620261,8.735561749214446,-1.0973676830118357,-1.845644929610566,-0.34909043641310566,0.005817925693217018,-0.9413068640142613,0.04095171866362803
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,NOTCH1,arterial_maturation,True,welch_t,22,8,8.93645094954968,9.704212104191898,-0.7677611546422174,-1.62373482709382,0.08821251780938533,0.07665322759448473,-0.5526883544850456,0.20047767217019083
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,NPPA,cardiac_stress,True,welch_t,22,8,9.510959465830679,9.576510304944573,-0.06555083911389481,-2.030877604088432,1.8997759258606421,0.943288069937852,-0.030546953419352665,1.0
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,NPPB,cardiac_stress,True,welch_t,22,8,7.392677403611211,9.660636073050735,-2.2679586694395244,-5.250712135154082,0.7147947962750325,0.12075977883924296,-0.8199148853976187,0.28316086072650076
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,NRP1,endothelial_identity,True,welch_t,22,8,10.399041040205109,10.18850310536071,0.21053793484439964,-0.35458781316935883,0.7756636828581581,0.4458920294816078,0.2621510926352839,0.7138932387750374
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,PECAM1,endothelial_identity,False,,22,8,,,,,,,,1.0
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,PGK1,hypoxia_inflammation,True,welch_t,22,8,11.318508278031514,11.522775049686643,-0.20426677165512963,-0.48492620213026544,0.07639265882000618,0.14553751231925477,-0.4842790864778591,0.3298850279236441
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,POSTN,ecm_integrin,True,welch_t,22,8,9.44878084912591,7.798958048479911,1.6498228006459996,-0.016088016660849913,3.315733617952849,0.0518535528477933,1.0534697555748076,0.1659675248786021
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,ROBO4,endothelial_identity,True,welch_t,22,8,8.630260916399926,8.792004658017918,-0.16174374161799143,-0.6320797193911227,0.3085922361551398,0.4869460374749634,-0.19382367173623213,0.7138932387750374
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,SMAD2,tgfb_endmt,True,welch_t,22,8,8.182413411728795,8.53070320932028,-0.3482897975914838,-0.6747421765082955,-0.021837418674672204,0.03740899926786592,-0.637936709402754,0.12719059751074413
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,SMAD3,tgfb_endmt,True,welch_t,22,8,8.30901276660227,8.459028159947016,-0.150015393344745,-0.718651650344108,0.41862086365461804,0.591272285457813,-0.16873178416450255,0.7732022194448323
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,SNAI1,tgfb_endmt,True,welch_t,22,8,3.263989456928037,3.6548038165728567,-0.3908143596448195,-1.2410217489276685,0.4593930296380295,0.3442433743041901,-0.35800069776727567,0.6002192167355109
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,SNAI2,tgfb_endmt,True,welch_t,22,8,6.959385867339227,5.622435862622943,1.3369500047162841,0.6455409843021794,2.028359025130389,0.0012956525192844215,1.8464531194412692,0.017620874262268132
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,SOX17,arterial_maturation,True,welch_t,22,8,6.607965856449925,6.954326771804872,-0.3463609153549463,-1.088069543832154,0.39534771312226136,0.33473684530221753,-0.38036190744867265,0.6002192167355109
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,TAGLN,tgfb_endmt,True,welch_t,22,8,9.354176913038621,10.199588619691099,-0.8454117066524773,-1.4459950825446666,-0.2448283307602882,0.008454623479070741,-1.0373706477260987,0.04790953304806753
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,TEK,endothelial_identity,True,welch_t,22,8,8.02683064211576,8.25519897082936,-0.22836832871360002,-0.9228443575862953,0.4661077001590953,0.4939697087595678,-0.26503724516080446,0.7138932387750374
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,TGFB1,tgfb_endmt,True,welch_t,22,8,7.5011230896796794,8.324382449314324,-0.8232593596346449,-1.3656471561970984,-0.2808715630721913,0.004560018100395745,-0.9870879228110828,0.04095171866362803
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,TGFB2,tgfb_endmt,True,welch_t,22,8,4.335601811542793,3.8735126767050585,0.46208913483773406,-0.7160386152556493,1.6402168849311174,0.41310321630391256,0.33572804902701253,0.6851467977723428
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,TGFBR1,tgfb_endmt,True,welch_t,22,8,7.051751484638888,6.989983191758137,0.061768292880750586,-0.44529199281195286,0.568828578573454,0.8036128702752369,0.07838526994091166,0.9421668134261397
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,TGFBR2,tgfb_endmt,True,welch_t,22,8,10.086835359158133,10.934811742760623,-0.8479763836024894,-1.4232034910802889,-0.27274927612469,0.0060223115681805935,-1.040907411423773,0.04095171866362803
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,THBD,flow_mechanosensing,True,welch_t,22,8,7.490640325879711,8.435225166362642,-0.9445848404829311,-1.6837167990760828,-0.2054528818897794,0.014841093710937874,-0.8924386926210033,0.07208531231026968
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,TNF,hypoxia_inflammation,False,,22,8,,,,,,,,1.0
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,TNNT2,cardiac_stress,True,welch_t,22,8,15.746218280285433,15.493093182606177,0.2531250976792556,-0.004567723922472622,0.5108179192809839,0.05369537569601833,0.7855906476671315,0.1659675248786021
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,VCAM1,flow_mechanosensing,True,welch_t,22,8,5.5248507635742525,5.660360182787475,-0.13550941921322224,-1.1067763460220226,0.8357575075955782,0.7589436542775297,-0.16630524686664994,0.9383303361976731
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,VCAN,ecm_integrin,True,welch_t,22,8,8.328852578560557,9.330652577400727,-1.0017999988401698,-1.8347623333782939,-0.16883766430204583,0.020326401844788875,-0.7486350113950243,0.08638720784035273
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,VEGFA,hypoxia_inflammation,True,welch_t,22,8,11.101257064559976,10.941367552868215,0.1598895116917607,-0.31025290518743004,0.6300319285709515,0.4856502678412907,0.24109196701239494,0.7138932387750374
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,VIM,tgfb_endmt,True,welch_t,22,8,12.042984567751667,12.514500466961666,-0.47151589920999903,-0.9908822981648608,0.04785049974486277,0.07312492252000458,-0.5932067516044767,0.20047767217019083
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,VWF,endothelial_identity,True,welch_t,22,8,12.001799734643074,12.780064014028053,-0.7782642793849792,-1.4049620779135907,-0.1515664808563677,0.016896637850812028,-0.762394263059891,0.07659809159034786
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,ACTA2,tgfb_endmt,True,welch_t,5,5,6.526626787914509,8.648672272449677,-2.1220454845351675,-3.2541252873425313,-0.9899656817278035,0.002570308025333014,-2.738443514527391,0.07593578684080461
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,ACTC1,cardiac_stress,True,welch_t,5,5,11.635076299349336,11.14559179829468,0.48948450105465646,-0.05421973659733226,1.0331887387066452,0.07006404443155055,1.3811115186499296,0.24824776743442728
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,APLNR,endothelial_identity,True,welch_t,5,5,5.415826680089895,6.149076412981585,-0.7332497328916903,-1.5249116938796516,0.05841222809627111,0.06451269670916877,-1.3954944858382186,0.24371463201241536
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,CA9,hypoxia_inflammation,True,welch_t,5,5,0.15430781375714278,0.02529468339492514,0.12901313036221765,-0.08542876354722334,0.34345502427165864,0.17558095373129498,1.020588012185747,0.3731095266790018
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,CAV1,flow_mechanosensing,True,welch_t,5,5,6.710230499793539,6.845333629267275,-0.1351031294737357,-0.5416776976789033,0.27147143873143187,0.4593290642559839,-0.4944640033972188,0.6374362524368756
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,CCL2,hypoxia_inflammation,True,welch_t,5,5,5.1004314214364115,5.715417529554644,-0.6149861081182326,-2.3985862551913746,1.1686140389549091,0.4423950233938005,-0.514565248393282,0.6359281086645269
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,CDH5,endothelial_identity,True,welch_t,5,5,6.96437288322424,7.011720612518436,-0.04734772929419595,-0.4563885285387097,0.3616930699503178,0.7910909948770994,-0.17428872278397625,0.9117658924007247
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,COL1A1,ecm_integrin,True,welch_t,5,5,10.495240323206406,11.681042703027328,-1.185802379820922,-2.7893799795165686,0.41777521987472466,0.12540357164831167,-1.0898683572587897,0.32665572181686503
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,COL1A2,ecm_integrin,True,welch_t,5,5,9.20010180147759,10.259633430477704,-1.059531629000114,-2.154782893262536,0.0357196352623077,0.056204851682024444,-1.4144509329383823,0.24371463201241536
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,COL3A1,ecm_integrin,True,welch_t,5,5,9.86219202832125,10.706834672124351,-0.8446426438031018,-1.9341602629490662,0.2448749753428625,0.11154734427187811,-1.131671822728521,0.3034087764195085
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,COL4A1,ecm_integrin,True,welch_t,5,5,8.708546086799803,8.715030434023902,-0.006484347224098741,-0.8844694042775935,0.871500709829396,0.9867453040792372,-0.010854628665125378,0.9867453040792372
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,COL4A2,ecm_integrin,True,welch_t,5,5,8.731190849700008,8.659111232690412,0.07207961700959586,-0.6707118102542613,0.814871044273453,0.8267533404808292,0.1433798183605588,0.935415777370122
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,CXCL8,hypoxia_inflammation,True,welch_t,5,5,1.9717390491748308,1.7422274333517822,0.22951161582304858,-2.731370726681153,3.1903939583272503,0.8528790911315819,0.12297356779556498,0.935415777370122
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,DCN,ecm_integrin,True,welch_t,5,5,8.408128939456097,9.303843689874167,-0.8957147504180707,-1.6209447080381834,-0.17048479279795792,0.021784156287807596,-1.8151097429300436,0.16459140306343517
